B1 0.65372 0.0
B1 0.27122 0.40072
B2 1.17843 0.0
B2 0.72947 1.35766
B3 4.59569 0.0
B3 3.51408 6.84412
B4 14.5226 0.0
B4 12.3241 25.6277
